	SM57_PROX_100MM		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
13857.421875	-13.74	-96.31	0.30
13860.351563	-13.75	-96.44	0.54
13863.281250	-13.75	-96.57	0.40
13866.210938	-13.75	-96.69	0.42
13869.140625	-13.75	-96.80	0.24
13872.070313	-13.75	-96.92	0.80
13875.000000	-13.75	-97.03	0.46
13877.929688	-13.76	-97.15	0.28
13880.859375	-13.76	-97.26	0.27
13883.789063	-13.76	-97.39	0.05
13886.718750	-13.76	-97.50	0.34
13889.648438	-13.76	-97.62	0.63
13892.578125	-13.76	-97.74	0.12
13895.507813	-13.76	-97.85	0.18
13898.437500	-13.77	-97.97	0.50
13901.367188	-13.77	-98.08	0.42
13904.296875	-13.77	-98.19	0.65
13907.226563	-13.77	-98.29	0.69
13910.156250	-13.77	-98.39	0.67
13913.085938	-13.77	-98.48	0.26
13916.015625	-13.77	-98.57	0.04
13918.945313	-13.78	-98.66	0.20
13921.875000	-13.78	-98.75	0.40
13924.804688	-13.78	-98.83	0.29
13927.734375	-13.78	-98.93	0.44
13930.664063	-13.78	-99.02	0.68
13933.593750	-13.78	-99.12	0.48
13936.523438	-13.78	-99.22	0.51
13939.453125	-13.79	-99.33	0.50
13942.382813	-13.79	-99.43	0.67
13945.312500	-13.79	-99.55	0.62
13948.242188	-13.79	-99.66	0.69
13951.171875	-13.79	-99.78	0.91
13954.101563	-13.79	-99.90	0.77
13957.031250	-13.80	-100.04	0.48
13959.960938	-13.80	-100.17	0.41
13962.890625	-13.80	-100.30	0.44
13965.820313	-13.80	-100.43	0.40
13968.750000	-13.80	-100.55	0.64
13971.679688	-13.80	-100.67	0.35
13974.609375	-13.80	-100.78	0.62
13977.539063	-13.81	-100.89	0.70
13980.468750	-13.81	-101.01	0.67
13983.398438	-13.81	-101.14	0.61
13986.328125	-13.81	-101.27	0.43
13989.257813	-13.81	-101.41	0.58
13992.187500	-13.82	-101.55	0.47
13995.117188	-13.82	-101.69	0.74
13998.046875	-13.82	-101.84	0.71
14000.976563	-13.82	-101.98	0.56
14003.906250	-13.82	-102.13	0.38
14006.835938	-13.82	-102.29	0.13
14009.765625	-13.83	-102.44	0.55
14012.695313	-13.83	-102.60	0.58
14015.625000	-13.83	-102.74	0.78
14018.554688	-13.83	-102.88	0.65
14021.484375	-13.83	-103.00	0.49
14024.414063	-13.84	-103.13	0.46
14027.343750	-13.84	-103.26	0.36
14030.273438	-13.84	-103.40	0.30
14033.203125	-13.84	-103.53	0.29
14036.132813	-13.85	-103.67	0.21
14039.062500	-13.85	-103.80	0.49
14041.992188	-13.85	-103.93	0.50
14044.921875	-13.85	-104.06	0.59
14047.851563	-13.85	-104.19	0.61
14050.781250	-13.86	-104.31	0.64
14053.710938	-13.86	-104.43	0.45
14056.640625	-13.86	-104.56	0.30
14059.570313	-13.86	-104.68	0.67
14062.500000	-13.87	-104.81	0.72
14065.429688	-13.87	-104.93	0.50
14068.359375	-13.87	-105.05	0.16
14071.289063	-13.87	-105.17	0.10
14074.218750	-13.88	-105.29	0.44
14077.148438	-13.88	-105.40	0.35
14080.078125	-13.88	-105.51	0.35
14083.007813	-13.89	-105.61	0.26
14085.937500	-13.89	-105.70	0.30
14088.867188	-13.89	-105.80	0.44
14091.796875	-13.89	-105.89	0.31
14094.726563	-13.90	-105.98	0.31
14097.656250	-13.90	-106.08	0.19
14100.585938	-13.90	-106.18	0.24
14103.515625	-13.91	-106.28	0.28
14106.445313	-13.91	-106.37	0.39
14109.375000	-13.91	-106.47	0.39
14112.304688	-13.91	-106.55	0.41
14115.234375	-13.92	-106.63	0.87
14118.164063	-13.92	-106.71	0.86
14121.093750	-13.92	-106.78	0.66
14124.023438	-13.93	-106.85	0.56
14126.953125	-13.93	-106.92	0.64
14129.882813	-13.93	-106.99	0.44
14132.812500	-13.94	-107.06	0.53
14135.742188	-13.94	-107.13	0.71
14138.671875	-13.94	-107.20	0.73
14141.601563	-13.94	-107.27	0.54
14144.531250	-13.95	-107.35	0.56
14147.460938	-13.95	-107.43	0.45
14150.390625	-13.95	-107.52	0.69
14153.320313	-13.96	-107.61	0.47
14156.250000	-13.96	-107.70	0.51
14159.179688	-13.96	-107.80	0.28
14162.109375	-13.97	-107.89	0.33
14165.039063	-13.97	-107.98	0.27
14167.968750	-13.97	-108.07	0.14
14170.898438	-13.98	-108.17	0.29
14173.828125	-13.98	-108.28	0.46
14176.757813	-13.98	-108.39	0.67
14179.687500	-13.99	-108.49	0.27
14182.617188	-13.99	-108.59	0.09
14185.546875	-13.99	-108.69	0.32
14188.476563	-14.00	-108.79	0.50
14191.406250	-14.00	-108.90	0.17
14194.335938	-14.00	-109.00	0.36
14197.265625	-14.01	-109.11	0.33
14200.195313	-14.01	-109.23	0.29
14203.125000	-14.01	-109.34	0.04
14206.054688	-14.02	-109.46	0.32
14208.984375	-14.02	-109.58	0.78
14211.914063	-14.02	-109.70	0.65
14214.843750	-14.03	-109.82	0.40
14217.773438	-14.03	-109.94	0.56
14220.703125	-14.03	-110.06	0.59
14223.632813	-14.04	-110.19	0.49
14226.562500	-14.04	-110.32	0.31
14229.492188	-14.04	-110.46	0.53
14232.421875	-14.05	-110.60	0.46
14235.351563	-14.05	-110.75	0.54
14238.281250	-14.05	-110.89	0.30
14241.210938	-14.06	-111.03	0.48
14244.140625	-14.06	-111.18	0.68
14247.070313	-14.06	-111.31	0.76
14250.000000	-14.07	-111.44	0.29
14252.929688	-14.07	-111.56	0.59
14255.859375	-14.08	-111.69	0.77
14258.789063	-14.08	-111.81	0.71
14261.718750	-14.08	-111.92	0.58
14264.648438	-14.09	-112.04	0.72
14267.578125	-14.09	-112.15	0.81
14270.507813	-14.09	-112.25	0.73
14273.437500	-14.10	-112.35	0.20
14276.367188	-14.10	-112.45	0.24
14279.296875	-14.11	-112.55	0.54
14282.226563	-14.11	-112.65	0.73
14285.156250	-14.11	-112.75	0.76
14288.085938	-14.12	-112.85	0.31
14291.015625	-14.12	-112.96	0.39
14293.945313	-14.12	-113.07	0.62
14296.875000	-14.13	-113.18	0.52
14299.804688	-14.13	-113.29	0.60
14302.734375	-14.14	-113.41	0.74
14305.664063	-14.14	-113.52	0.81
14308.593750	-14.14	-113.63	0.68
14311.523438	-14.15	-113.75	0.72
14314.453125	-14.15	-113.85	0.37
14317.382813	-14.16	-113.96	0.31
14320.312500	-14.16	-114.06	0.51
14323.242188	-14.17	-114.16	0.32
14326.171875	-14.17	-114.25	0.47
14329.101563	-14.17	-114.35	0.48
14332.031250	-14.18	-114.45	0.52
14334.960938	-14.18	-114.55	0.55
14337.890625	-14.19	-114.66	0.56
14340.820313	-14.19	-114.77	0.55
14343.750000	-14.20	-114.89	0.65
14346.679688	-14.20	-115.01	0.52
14349.609375	-14.20	-115.13	0.46
14352.539063	-14.21	-115.25	0.45
14355.468750	-14.21	-115.37	0.46
14358.398438	-14.22	-115.49	0.46
14361.328125	-14.22	-115.61	0.68
14364.257813	-14.23	-115.72	0.62
14367.187500	-14.23	-115.83	0.58
14370.117188	-14.24	-115.96	0.52
14373.046875	-14.24	-116.10	0.53
14375.976563	-14.25	-116.25	0.57
14378.906250	-14.25	-116.41	0.53
14381.835938	-14.26	-116.58	0.56
14384.765625	-14.26	-116.75	0.26
14387.695313	-14.27	-116.93	0.45
14390.625000	-14.27	-117.10	0.28
14393.554688	-14.28	-117.28	0.43
14396.484375	-14.28	-117.45	0.63
14399.414063	-14.29	-117.64	0.54
14402.343750	-14.29	-117.83	0.58
14405.273438	-14.30	-118.02	0.38
14408.203125	-14.30	-118.22	0.44
14411.132813	-14.31	-118.42	0.45
14414.062500	-14.31	-118.62	0.83
14416.992188	-14.32	-118.84	0.81
14419.921875	-14.32	-119.06	0.88
14422.851563	-14.33	-119.30	0.66
14425.781250	-14.33	-119.53	0.24
14428.710938	-14.34	-119.77	0.16
14431.640625	-14.34	-120.02	0.48
14434.570313	-14.35	-120.27	0.24
14437.500000	-14.35	-120.53	0.11
14440.429688	-14.36	-120.79	0.09
14443.359375	-14.36	-121.05	0.30
14446.289063	-14.37	-121.31	0.28
14449.218750	-14.37	-121.57	0.56
14452.148438	-14.38	-121.82	0.46
14455.078125	-14.38	-122.07	0.46
14458.007813	-14.39	-122.32	0.11
14460.937500	-14.40	-122.58	0.72
14463.867188	-14.40	-122.85	0.43
14466.796875	-14.41	-123.12	0.41
14469.726563	-14.41	-123.38	0.20
14472.656250	-14.42	-123.65	0.57
14475.585938	-14.42	-123.90	0.61
14478.515625	-14.43	-124.14	0.54
14481.445313	-14.44	-124.38	0.58
14484.375000	-14.44	-124.63	0.70
14487.304688	-14.45	-124.88	0.20
14490.234375	-14.45	-125.14	0.53
14493.164063	-14.46	-125.40	0.36
14496.093750	-14.47	-125.67	0.16
14499.023438	-14.47	-125.95	0.08
14501.953125	-14.48	-126.23	0.19
14504.882813	-14.48	-126.51	0.12
14507.812500	-14.49	-126.79	0.51
14510.742188	-14.50	-127.06	0.75
14513.671875	-14.50	-127.32	0.39
14516.601563	-14.51	-127.57	0.26
14519.531250	-14.51	-127.82	0.65
14522.460938	-14.52	-128.06	0.59
14525.390625	-14.53	-128.29	0.19
14528.320313	-14.53	-128.53	0.40
14531.250000	-14.54	-128.75	0.23
14534.179688	-14.55	-128.97	0.48
14537.109375	-14.55	-129.19	0.34
14540.039063	-14.56	-129.41	0.12
14542.968750	-14.57	-129.62	0.40
14545.898438	-14.57	-129.84	0.83
14548.828125	-14.58	-130.04	0.95
14551.757813	-14.59	-130.24	0.79
14554.687500	-14.59	-130.42	0.40
14557.617188	-14.60	-130.60	0.31
14560.546875	-14.60	-130.78	0.23
14563.476563	-14.61	-130.95	0.29
14566.406250	-14.62	-131.13	0.11
14569.335938	-14.62	-131.31	0.39
14572.265625	-14.63	-131.51	0.40
14575.195313	-14.64	-131.72	0.64
14578.125000	-14.64	-131.91	0.67
14581.054688	-14.65	-132.10	0.54
14583.984375	-14.66	-132.28	0.43
14586.914063	-14.66	-132.46	0.57
14589.843750	-14.67	-132.64	0.54
14592.773438	-14.68	-132.81	0.61
14595.703125	-14.68	-132.97	0.61
14598.632813	-14.69	-133.13	0.64
14601.562500	-14.70	-133.27	0.77
14604.492188	-14.70	-133.42	0.50
14607.421875	-14.71	-133.56	0.62
14610.351563	-14.72	-133.71	0.50
14613.281250	-14.72	-133.86	0.70
14616.210938	-14.73	-134.02	0.39
14619.140625	-14.74	-134.17	0.35
14622.070313	-14.75	-134.31	0.26
14625.000000	-14.75	-134.46	0.10
14627.929688	-14.76	-134.61	0.10
14630.859375	-14.77	-134.75	0.36
14633.789063	-14.77	-134.90	0.34
14636.718750	-14.78	-135.06	0.50
14639.648438	-14.79	-135.21	0.21
14642.578125	-14.79	-135.36	0.22
14645.507813	-14.80	-135.51	0.50
14648.437500	-14.81	-135.65	0.45
14651.367188	-14.81	-135.79	0.47
14654.296875	-14.82	-135.94	0.54
14657.226563	-14.83	-136.08	0.16
14660.156250	-14.84	-136.22	0.39
14663.085938	-14.84	-136.36	0.26
14666.015625	-14.85	-136.51	0.38
14668.945313	-14.86	-136.66	0.30
14671.875000	-14.87	-136.82	0.46
14674.804688	-14.87	-136.97	0.66
14677.734375	-14.88	-137.12	0.46
14680.664063	-14.89	-137.26	0.76
14683.593750	-14.89	-137.42	0.36
14686.523438	-14.90	-137.59	0.29
14689.453125	-14.91	-137.76	0.35
14692.382813	-14.92	-137.93	0.73
14695.312500	-14.92	-138.10	0.39
14698.242188	-14.93	-138.26	0.21
14701.171875	-14.94	-138.42	0.17
14704.101563	-14.95	-138.59	0.25
14707.031250	-14.95	-138.76	0.43
14709.960938	-14.96	-138.95	0.66
14712.890625	-14.97	-139.15	0.46
14715.820313	-14.98	-139.36	0.32
14718.750000	-14.98	-139.57	0.33
14721.679688	-14.99	-139.77	0.28
14724.609375	-15.00	-139.98	0.57
14727.539063	-15.01	-140.19	0.35
14730.468750	-15.02	-140.41	0.46
14733.398438	-15.02	-140.64	0.40
14736.328125	-15.03	-140.88	0.57
14739.257813	-15.04	-141.13	0.58
14742.187500	-15.05	-141.39	0.61
14745.117188	-15.06	-141.65	0.48
14748.046875	-15.06	-141.92	0.34
14750.976563	-15.07	-142.19	0.11
14753.906250	-15.08	-142.47	0.63
14756.835938	-15.09	-142.74	0.49
14759.765625	-15.10	-143.00	0.08
14762.695313	-15.10	-143.27	0.42
14765.625000	-15.11	-143.53	0.30
14768.554688	-15.12	-143.81	0.48
14771.484375	-15.13	-144.08	0.61
14774.414063	-15.14	-144.37	0.57
14777.343750	-15.15	-144.65	0.74
14780.273438	-15.15	-144.93	0.76
14783.203125	-15.16	-145.22	0.12
14786.132813	-15.17	-145.51	0.64
14789.062500	-15.18	-145.81	0.25
14791.992188	-15.19	-146.10	0.33
14794.921875	-15.19	-146.39	0.26
14797.851563	-15.20	-146.69	0.45
14800.781250	-15.21	-146.98	0.41
14803.710938	-15.22	-147.28	0.07
14806.640625	-15.22	-147.58	0.60
14809.570313	-15.23	-147.87	0.11
14812.500000	-15.24	-148.17	0.17
14815.429688	-15.25	-148.46	0.43
14818.359375	-15.26	-148.76	0.61
14821.289063	-15.26	-149.05	0.52
14824.218750	-15.27	-149.35	0.20
14827.148438	-15.28	-149.64	0.21
14830.078125	-15.29	-149.93	0.34
14833.007813	-15.29	-150.21	0.18
14835.937500	-15.30	-150.50	0.91
14838.867188	-15.31	-150.78	0.46
14841.796875	-15.32	-151.06	0.26
14844.726563	-15.32	-151.34	0.40
14847.656250	-15.33	-151.61	0.38
14850.585938	-15.34	-151.88	0.21
14853.515625	-15.35	-152.14	0.73
14856.445313	-15.35	-152.40	0.80
14859.375000	-15.36	-152.67	0.50
14862.304688	-15.37	-152.94	0.36
14865.234375	-15.38	-153.22	0.35
14868.164063	-15.39	-153.50	0.55
14871.093750	-15.39	-153.77	0.29
14874.023438	-15.40	-154.05	0.60
14876.953125	-15.41	-154.34	0.39
14879.882813	-15.42	-154.62	0.22
14882.812500	-15.42	-154.90	0.34
14885.742188	-15.43	-155.17	0.15
14888.671875	-15.44	-155.44	0.29
14891.601563	-15.45	-155.70	0.39
14894.531250	-15.45	-155.96	0.22
14897.460938	-15.46	-156.22	0.48
14900.390625	-15.47	-156.48	0.44
14903.320313	-15.48	-156.75	0.37
14906.250000	-15.48	-157.02	0.25
14909.179688	-15.49	-157.28	0.53
14912.109375	-15.50	-157.53	0.17
14915.039063	-15.51	-157.78	0.48
14917.968750	-15.52	-158.02	0.69
14920.898438	-15.52	-158.26	0.61
14923.828125	-15.53	-158.49	0.39
14926.757813	-15.54	-158.73	0.31
14929.687500	-15.55	-158.95	0.28
14932.617188	-15.55	-159.18	0.58
14935.546875	-15.56	-159.39	0.57
14938.476563	-15.57	-159.60	0.38
14941.406250	-15.58	-159.80	0.17
14944.335938	-15.59	-160.00	0.54
14947.265625	-15.59	-160.18	0.39
14950.195313	-15.60	-160.36	0.83
14953.125000	-15.61	-160.51	0.78
14956.054688	-15.62	-160.65	0.68
14958.984375	-15.63	-160.77	0.65
14961.914063	-15.63	-160.87	0.59
14964.843750	-15.64	-160.97	0.55
14967.773438	-15.65	-161.07	0.18
14970.703125	-15.66	-161.16	0.28
14973.632813	-15.67	-161.24	0.04
14976.562500	-15.68	-161.32	0.39
14979.492188	-15.68	-161.40	0.56
14982.421875	-15.69	-161.48	0.60
14985.351563	-15.70	-161.56	0.42
14988.281250	-15.71	-161.62	0.26
14991.210938	-15.72	-161.69	0.39
14994.140625	-15.73	-161.76	0.43
14997.070313	-15.73	-161.82	0.41
15000.000000	-15.74	-161.90	0.31
15002.929688	-15.75	-161.97	0.37
15005.859375	-15.76	-162.03	0.59
15008.789063	-15.77	-162.10	0.51
15011.718750	-15.78	-162.17	0.57
15014.648438	-15.78	-162.24	0.49
15017.578125	-15.79	-162.31	0.71
15020.507813	-15.80	-162.38	0.87
15023.437500	-15.81	-162.47	0.79
15026.367188	-15.82	-162.56	0.75
15029.296875	-15.83	-162.65	0.67
15032.226563	-15.84	-162.75	0.47
15035.156250	-15.85	-162.85	0.60
15038.085938	-15.85	-162.96	0.56
15041.015625	-15.86	-163.05	0.59
15043.945313	-15.87	-163.14	0.44
15046.875000	-15.88	-163.23	0.21
15049.804688	-15.89	-163.33	0.21
15052.734375	-15.90	-163.43	0.15
15055.664063	-15.91	-163.53	0.26
15058.593750	-15.91	-163.64	0.37
15061.523438	-15.92	-163.74	0.18
15064.453125	-15.93	-163.84	0.48
15067.382813	-15.94	-163.95	0.32
15070.312500	-15.95	-164.06	0.43
15073.242188	-15.96	-164.17	0.24
15076.171875	-15.97	-164.30	0.32
15079.101563	-15.98	-164.42	0.38
15082.031250	-15.98	-164.54	0.15
15084.960938	-15.99	-164.67	0.23
15087.890625	-16.00	-164.79	0.31
15090.820313	-16.01	-164.91	0.60
15093.750000	-16.02	-165.05	0.27
15096.679688	-16.03	-165.19	0.21
15099.609375	-16.04	-165.34	0.30
15102.539063	-16.05	-165.49	0.38
15105.468750	-16.05	-165.66	0.69
15108.398438	-16.06	-165.83	0.49
15111.328125	-16.07	-166.02	0.23
15114.257813	-16.08	-166.20	0.19
15117.187500	-16.09	-166.38	0.41
15120.117188	-16.10	-166.57	0.15
15123.046875	-16.11	-166.75	0.47
15125.976563	-16.11	-166.93	0.25
15128.906250	-16.12	-167.13	0.40
15131.835938	-16.13	-167.31	0.62
15134.765625	-16.14	-167.49	0.63
15137.695313	-16.15	-167.66	0.58
15140.625000	-16.16	-167.82	0.53
15143.554688	-16.17	-167.97	0.35
15146.484375	-16.17	-168.12	0.33
15149.414063	-16.18	-168.27	0.64
15152.343750	-16.19	-168.40	0.57
15155.273438	-16.20	-168.54	0.66
15158.203125	-16.21	-168.68	0.60
15161.132813	-16.22	-168.82	0.66
15164.062500	-16.23	-168.95	0.71
15166.992188	-16.23	-169.08	0.06
15169.921875	-16.24	-169.21	0.75
15172.851563	1234.57	45.00	1.00
15175.781250	-16.26	-169.47	0.08
15178.710938	-16.27	-169.61	0.47
15181.640625	-16.28	-169.75	0.45
15184.570313	-16.28	-169.89	0.07
15187.500000	-16.29	-170.02	0.17
15190.429688	-16.30	-170.15	0.41
15193.359375	-16.31	-170.28	0.42
15196.289063	-16.32	-170.41	0.45
15199.218750	-16.33	-170.52	0.63
15202.148438	-16.34	-170.63	0.72
15205.078125	-16.34	-170.73	0.39
15208.007813	-16.35	-170.83	0.48
15210.937500	-16.36	-170.93	0.30
15213.867188	-16.37	-171.04	0.58
15216.796875	-16.38	-171.15	0.39
15219.726563	-16.39	-171.26	0.43
15222.656250	-16.40	-171.37	0.13
15225.585938	-16.40	-171.48	0.06
15228.515625	-16.41	-171.58	0.61
15231.445313	-16.42	-171.69	0.63
15234.375000	-16.43	-171.79	0.58
15237.304688	-16.44	-171.88	0.25
15240.234375	-16.45	-171.97	0.35
15243.164063	-16.45	-172.05	0.51
15246.093750	-16.46	-172.12	0.65
15249.023438	-16.47	-172.19	0.51
15251.953125	-16.48	-172.25	0.21
15254.882813	-16.49	-172.32	0.11
15257.812500	-16.50	-172.39	0.40
15260.742188	-16.51	-172.46	0.42
15263.671875	-16.51	-172.54	0.37
15266.601563	-16.52	-172.62	0.36
15269.531250	-16.53	-172.71	0.29
15272.460938	-16.54	-172.81	0.36
15275.390625	-16.55	-172.90	0.33
15278.320313	-16.56	-172.99	0.29
15281.250000	-16.57	-173.07	0.45
15284.179688	-16.57	-173.16	0.27
15287.109375	-16.58	-173.25	0.51
15290.039063	-16.59	-173.34	0.55
15292.968750	-16.60	-173.43	0.36
15295.898438	-16.61	-173.52	0.59
15298.828125	-16.62	-173.61	0.46
15301.757813	-16.63	-173.70	0.33
15304.687500	-16.64	-173.79	0.68
15307.617188	-16.64	-173.89	0.47
15310.546875	-16.65	-174.00	0.58
15313.476563	-16.66	-174.12	0.46
15316.406250	-16.67	-174.25	0.51
15319.335938	-16.68	-174.37	0.69
15322.265625	-16.69	-174.50	0.29
15325.195313	-16.70	-174.64	0.43
15328.125000	-16.71	-174.78	0.16
15331.054688	-16.72	-174.92	0.47
15333.984375	-16.72	-175.06	0.59
15336.914063	-16.73	-175.22	0.75
15339.843750	-16.74	-175.37	0.69
15342.773438	-16.75	-175.52	0.55
15345.703125	-16.76	-175.66	0.13
15348.632813	-16.77	-175.81	0.52
15351.562500	-16.78	-175.97	0.47
15354.492188	-16.79	-176.12	0.72
15357.421875	-16.80	-176.25	0.66
15360.351563	-16.81	-176.40	0.56
15363.281250	-16.81	-176.56	0.48
15366.210938	-16.82	-176.74	0.51
15369.140625	-16.83	-176.93	0.11
15372.070313	-16.84	-177.13	0.17
15375.000000	-16.85	-177.33	0.37
15377.929688	-16.86	-177.55	0.46
15380.859375	-16.87	-177.77	0.42
15383.789063	-16.88	-177.98	0.18
15386.718750	-16.89	-178.20	0.31
15389.648438	-16.90	-178.43	0.54
15392.578125	-16.91	-178.67	0.71
15395.507813	-16.91	-178.94	0.30
15398.437500	-16.92	-179.20	0.44
15401.367188	-16.93	-179.47	0.25
15404.296875	-16.94	-179.75	0.20
15407.226563	-16.95	179.97	0.62
15410.156250	-16.96	179.67	0.93
15413.085938	-16.97	179.34	0.83
15416.015625	-16.98	178.99	0.27
15418.945313	-16.99	178.63	0.10
15421.875000	-17.00	178.27	0.26
15424.804688	-17.01	177.90	0.05
15427.734375	-17.01	177.53	0.40
15430.664063	-17.02	177.15	0.21
15433.593750	-17.03	176.75	0.10
15436.523438	-17.04	176.34	0.54
15439.453125	-17.05	175.92	0.48
15442.382813	-17.06	175.48	0.77
15445.312500	-17.07	175.02	0.86
15448.242188	-17.08	174.56	0.82
15451.171875	-17.09	174.07	0.68
15454.101563	-17.10	173.59	0.57
15457.031250	-17.11	173.10	0.27
15459.960938	-17.11	172.61	0.41
15462.890625	-17.12	172.11	0.40
15465.820313	-17.13	171.61	0.33
15468.750000	-17.14	171.10	0.38
15471.679688	-17.15	170.59	0.30
15474.609375	-17.16	170.08	0.20
15477.539063	-17.17	169.58	0.31
15480.468750	-17.18	169.08	0.40
15483.398438	-17.19	168.60	0.07
15486.328125	-17.20	168.10	0.20
15489.257813	-17.20	167.62	0.25
15492.187500	-17.21	167.13	0.21
15495.117188	-17.22	166.65	0.37
15498.046875	-17.23	166.16	0.36
15500.976563	-17.24	165.67	0.29
15503.906250	-17.25	165.17	0.08
15506.835938	-17.26	164.68	0.08
15509.765625	-17.26	164.18	0.19
15512.695313	-17.27	163.69	0.69
15515.625000	-17.28	163.20	0.78
15518.554688	-17.29	162.72	0.45
15521.484375	-17.30	162.24	0.65
15524.414063	-17.31	161.77	0.25
15527.343750	-17.32	161.30	0.48
15530.273438	-17.32	160.82	0.16
15533.203125	-17.33	160.34	0.34
15536.132813	-17.34	159.88	0.42
15539.062500	-17.35	159.42	0.54
15541.992188	-17.36	158.99	0.64
15544.921875	-17.37	158.56	0.56
15547.851563	-17.37	158.15	0.45
15550.781250	-17.38	157.74	0.49
15553.710938	-17.39	157.35	0.39
15556.640625	-17.40	156.96	0.41
15559.570313	-17.41	156.57	0.15
15562.500000	-17.41	156.19	0.26
15565.429688	-17.42	155.81	0.75
15568.359375	-17.43	155.44	0.61
15571.289063	-17.44	155.10	0.71
15574.218750	-17.45	154.76	0.44
15577.148438	-17.46	154.44	0.15
15580.078125	-17.46	154.12	0.48
15583.007813	-17.47	153.81	0.73
15585.937500	-17.48	153.52	0.59
15588.867188	-17.49	153.25	0.37
15591.796875	-17.50	153.00	0.88
15594.726563	-17.50	152.77	0.46
15597.656250	-17.51	152.55	0.28
15600.585938	-17.52	152.33	0.14
15603.515625	-17.53	152.11	0.36
15606.445313	-17.54	151.90	0.41
15609.375000	-17.55	151.70	0.52
15612.304688	-17.55	151.50	0.45
15615.234375	-17.56	151.32	0.71
15618.164063	-17.57	151.13	0.64
15621.093750	-17.58	150.96	0.58
15624.023438	-17.59	150.79	0.62
15626.953125	-17.60	150.61	0.34
15629.882813	-17.60	150.44	0.41
15632.812500	-17.61	150.28	0.29
15635.742188	-17.62	150.12	0.48
15638.671875	-17.63	149.97	0.45
15641.601563	-17.64	149.82	0.50
15644.531250	-17.64	149.67	0.11
15647.460938	-17.65	149.53	0.19
15650.390625	-17.66	149.38	0.33
15653.320313	-17.67	149.24	0.49
15656.250000	-17.68	149.11	0.29
15659.179688	-17.69	148.98	0.32
15662.109375	-17.69	148.85	0.10
15665.039063	-17.70	148.72	0.37
15667.968750	-17.71	148.60	0.38
15670.898438	-17.72	148.48	0.40
15673.828125	-17.73	148.37	0.56
15676.757813	-17.73	148.26	0.39
15679.687500	-17.74	148.15	0.69
15682.617188	-17.75	148.03	0.60
15685.546875	-17.76	147.92	0.25
15688.476563	-17.77	147.81	0.54
15691.406250	-17.77	147.71	0.15
15694.335938	-17.78	147.61	0.20
15697.265625	-17.79	147.51	0.44
15700.195313	-17.80	147.40	0.11
15703.125000	-17.81	147.28	0.12
15706.054688	-17.81	147.15	0.24
15708.984375	-17.82	147.02	0.11
15711.914063	-17.83	146.87	0.16
15714.843750	-17.84	146.73	0.39
15717.773438	-17.85	146.58	0.72
15720.703125	-17.85	146.39	0.44
15723.632813	-17.86	146.20	0.39
15726.562500	-17.87	146.02	0.59
15729.492188	-17.88	145.85	0.37
15732.421875	-17.89	145.69	0.36
15735.351563	-17.90	145.52	0.28
15738.281250	-17.90	145.35	0.21
15741.210938	-17.91	145.17	0.26
15744.140625	-17.92	145.00	0.56
15747.070313	-17.93	144.84	0.40
15750.000000	-17.94	144.67	0.38
15752.929688	-17.95	144.49	0.54
15755.859375	-17.95	144.30	0.34
15758.789063	-17.96	144.09	0.30
15761.718750	-17.97	143.88	0.14
15764.648438	-17.98	143.66	0.14
15767.578125	-17.99	143.44	0.51
15770.507813	-18.00	143.24	0.06
15773.437500	-18.00	143.02	0.32
15776.367188	-18.01	142.80	0.52
15779.296875	-18.02	142.57	0.54
15782.226563	-18.03	142.32	0.16
15785.156250	-18.04	142.07	0.27
15788.085938	-18.05	141.83	0.41
15791.015625	-18.05	141.59	0.21
15793.945313	-18.06	141.38	0.20
15796.875000	-18.07	141.16	0.36
15799.804688	-18.08	140.95	0.50
15802.734375	-18.09	140.74	0.16
15805.664063	-18.09	140.52	0.57
15808.593750	-18.10	140.31	0.42
15811.523438	-18.11	140.10	0.62
15814.453125	-18.12	139.91	0.47
15817.382813	-18.13	139.73	0.47
15820.312500	-18.14	139.56	0.74
15823.242188	-18.14	139.41	0.31
15826.171875	-18.15	139.27	0.18
15829.101563	-18.16	139.13	0.41
15832.031250	-18.17	139.01	0.66
15834.960938	-18.18	138.90	0.59
15837.890625	-18.18	138.81	0.43
15840.820313	-18.19	138.72	0.26
15843.750000	-18.20	138.62	0.51
15846.679688	-18.21	138.52	0.33
15849.609375	-18.22	138.41	0.43
15852.539063	-18.22	138.32	0.16
15855.468750	-18.23	138.22	0.47
15858.398438	-18.24	138.13	0.12
15861.328125	-18.25	138.05	0.47
15864.257813	-18.26	137.95	0.46
15867.187500	-18.26	137.85	0.52
15870.117188	-18.27	137.74	0.75
15873.046875	-18.28	137.63	0.79
15875.976563	-18.29	137.49	0.65
15878.906250	-18.30	137.35	0.29
15881.835938	-18.30	137.21	0.02
15884.765625	-18.31	137.07	0.13
15887.695313	-18.32	136.94	0.33
15890.625000	-18.33	136.80	0.30
15893.554688	-18.33	136.66	0.81
15896.484375	-18.34	136.49	0.68
15899.414063	-18.35	136.32	0.80
